path,language,speaker_id,PRR,length,sentence,keywords,non_keywords
10-010_20130214_01/10-010_20130214_01_7735.50_7745.19.mp3,es,189,100,9.69,del dinero que gastaba el gobierno vasco en políticas del euskera ni oyó nunca decir nada acerca de la valoración del euskera,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_7762.02_7766.73.mp3,es,189,92.21,4.71,del euskera ya le digo que sería porque estaba en el gobierno vasco o porque también votó a favor,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_7769.39_7773.57.mp3,es,189,100,4.18,de esas políticas lingüísticas por parte de los señores nacionalistas por lo tanto señor maneiro,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8014.71_8024.45.mp3,es,290,100,9.74,ehb impulsar o defender políticas lingüísticas en todos los ordenes de la sociedad en la educación en la sanidad,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8041.38_8051.67.mp3,es,290,100,10.29,cuando resulta que no era necesario saber euskera para hacer perfectamente su trabajo expulsar de euskadi a miles de ciudadanos vascos,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8061.40_8065.65.mp3,es,290,96.15,4.25,y les exigía saber euskera no conocen ustedes esa realidad,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8078.10_8088.50.mp3,es,290,100,10.4,imposible al exigirle conocimientos lingüísticos que no requerían en ningún caso para hacer perfectamente su trabajo personas cualificadas y perfectamente preparadas,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8093.78_8103.87.mp3,es,290,100,10.09,y que ustedes vienen aquí a seguir defendiendo presionar a padres y madres para que matriculen a sus hijos en determinado modelo lingüístico para ustedes,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8103.78_8112.89.mp3,es,290,98.99,9.11,eso es respeto aplicar o proponer multas lingüísticas para ustedes eso es respeto impedir que empresas puedan acceder,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8139.77_8149.93.mp3,es,290,100,10.16,recursos y no analizar los resultados obtenidos para ustedes eso es respeto en fin que ustedes hablen de respeto solamente en este asunto lingüístico,TRUE,FALSE
10-010_20130214_01/10-010_20130214_01_8150.03_8154.12.mp3,es,290,100,4.09,clama al cielo para fomentar el uso del euskera,TRUE,FALSE
10-010_20130214_03/10-010_20130214_03_3211.81_3222.14.mp3,es,353,100,10.33,abordar un debate serio y efectivamente la necesidad es hacerlo tratando de que ese nuevo plan para la promoción y el uso del euskera,TRUE,FALSE
10-010_20130214_03/10-010_20130214_03_3309.75_3313.46.mp3,es,353,100,3.71,las diferentes realidades socio lingüísticas de nuestra comunidad,TRUE,FALSE
10-010_20130214_03/10-010_20130214_03_3367.96_3372.47.mp3,es,353,98.25,4.51,asesor del euskera tendremos oportunidad de defender esa posición,TRUE,FALSE
10-010_20130214_03/10-010_20130214_03_3397.59_3405.45.mp3,es,353,100,7.86,y yo creo que cualquier plan de promoción y de uso del euskera tiene que respetar sobre todo y garantizar,TRUE,FALSE
10-013_20130222_01/10-013_20130222_01_5124.81_5131.77.mp3,es,290,100,6.95,un gran trabajo durante todos estos años para el euskera y la cultura vasca,TRUE,FALSE
10-013_20130222_02/10-013_20130222_02_422.32_432.34.mp3,es,290,100,10.02,por eso pensamos que no es asumible ningún tipo de privatización del ente porque hay que garantizar la emisión en euskera pero la pregunta es qué hacemos,TRUE,FALSE
10-013_20130222_02/10-013_20130222_02_1207.59_1215.11.mp3,es,290,100,7.52,e i te be que es incuestionable lo he dicho antes que es la emisión en euskera yo no he cuestionado en ningún momento,TRUE,FALSE
10-013_20130222_02/10-013_20130222_02_1215.29_1220.37.mp3,es,290,98.11,5.08,este hecho al revés he dicho esto en concreto que la emisión en euskera,TRUE,FALSE
10-013_20130222_02/10-013_20130222_02_5005.35_5009.70.mp3,es,6,88.24,4.35,bastarrica advierte a bruselas de que lo que está en juego es la vitalidad del euskera,TRUE,FALSE
10-015_20130301_01/10-015_20130301_01_1897.61_1901.79.mp3,es,90,90,4.18,lo que no se tiene pero ustedes lo están haciendo con un doble lenguaje,TRUE,FALSE
10-015_20130301_02/10-015_20130301_02_2303.58_2313.96.mp3,es,290,100,10.38,reglada de un país extranjero es decir no es dinero destinado a fomentar el uso del euskera sino que es dinero destinado a financiar,TRUE,FALSE
10-015_20130301_02/10-015_20130301_02_2379.81_2389.81.mp3,es,290,100,10,últimos ejercicios insisto a financiar la educación reglada de un país extranjero no a impulsar el fomento del euskera,TRUE,FALSE
10-015_20130301_02/10-015_20130301_02_2463.47_2470.63.mp3,es,463,99.1,7.17,organismo público del euskera que como usted sabe engloba además de a este gobierno a diferentes departamentos del gobierno francés,TRUE,FALSE
10-015_20130301_02/10-015_20130301_02_2511.25_2521.57.mp3,es,290,100,10.32,que es financiar la educación reglada de un país extranjero lo cierto es que en francia ya existe una entidad pública encargada de fomentar el uso del euskera y tiene un presupuesto anual,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_607.05_612.78.mp3,es,423,100,5.73,el fomento y desarrollo del euskera todo ello como base y fundamento para el adecuado desenvolvimiento,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_657.59_667.98.mp3,es,423,100,10.39,de servicio público profesionalidad y neutralidad informativa promocionando la cultura vasca en los dos idiomas oficiales de la comunidad y haciendo un uso específico y también,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_667.93_672.81.mp3,es,423,98.72,4.88,una tarea específica para la difusión del euskera los socialistas vascos queremos una e i te be,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_687.76_696.25.mp3,es,423,100,8.49,la convivencia de todos y el respeto al pluralismo político religioso social cultural y lingüístico en este momento,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_719.35_729.41.mp3,es,423,100,10.06,requerirá la publicidad comercial el respeto al principio de igualdad al pluralismo político religioso social cultural y lingüístico la defensa y promoción de los valores cívicos,TRUE,FALSE
10-016_20130307_01/10-016_20130307_01_751.36_757.15.mp3,es,423,100,5.79,estableciendo a efectos de la utilización del euskera los principios básicos de programación,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_94.87_105.20.mp3,es,290,100,10.33,la reforma de las relaciones de los puestos de trabajo en la administración pública vasca en lo referente a los perfiles lingüísticos en aquella iniciativa registrada,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_112.36_122.64.mp3,es,290,100,10.28,instar al gobierno vasco a la reforma de todas las relaciones de puestos de trabajo de la administración pública vasca revisando las exigencias de los perfiles lingüísticos,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_122.79_128.37.mp3,es,290,100,5.58,de tal manera que estos perfiles lingüísticos se adecuaran a las exigencias,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_208.28_218.34.mp3,es,290,100,10.06,no pedían revisar los perfiles lingüísticos no pedían reformar sino únicamente pedían al gobierno vasco analizar y nosotros dijimos en aquel debate,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_223.35_230.47.mp3,es,290,100,7.12,estos perfiles lingüísticos tienen que adecuarse realmente a lo que cada puesto de trabajo necesita,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_232.90_238.45.mp3,es,290,100,5.55,era la época en la que upyd proponía iniciativas contra las imposiciones lingüísticas,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_268.39_272.12.mp3,es,290,98.28,3.73,de idoneidad de los perfiles lingüísticos asignados en las rpt,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_289.90_297.92.mp3,es,290,100,8.02,lo siguiente el análisis de idoneidad de los perfiles lingüísticos asignados a los puestos de trabajo de la administración pública vasca se realizará,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_317.38_325.07.mp3,es,290,99.08,7.69,que analice las rpt en lo que se refiere al perfil lingüístico pero que no solo analice sino que reforme todo aquello que sea necesario,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_326.54_336.26.mp3,es,290,100,9.71,a los ciudadanos se les exija un perfil lingüístico en euskera o se le exija euskera únicamente cuando el trabajo que,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_338.69_343.38.mp3,es,290,100,4.69,necesita de los conocimientos del euskera este es en resumen,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_358.40_365.82.mp3,es,290,100,7.42,sobre la materia reconoció que el análisis cualitativo de idoneidad de los perfiles lingüísticos no se había producido todavía,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_408.47_416.72.mp3,es,290,97.95,8.25,de los perfiles lingüísticos e instamos al gobierno vasco a reformar todas las relaciones de puestos de trabajo de la administración y de su sector público en lo que se refiere,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_456.75_462.28.mp3,es,290,96.91,5.53,se exima de la acreditación de perfil lingüísticos para poder presentarse a las plazas cuya fecha de preceptividad,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_466.14_476.15.mp3,es,290,100,10.01,rpt la valoración como mérito de los conocimientos de euskera no supondrá el menoscabo de la puntuación correspondiente a los méritos profesionales o académicos,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_477.91_486.60.mp3,es,290,100,8.69,a este cuarto punto se trata de que para puestos que no tienen perfil lingüístico asignado para aquellos cuya fecha de preceptividad no está vencida,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_487.74_498.02.mp3,es,290,100,10.28,en los que esa fecha no se ha definido se reconozca de forma práctica lo que es un hecho que el conocimiento del euskera no es necesario para un buen desempeño del trabajo,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_508.31_518.09.mp3,es,290,100,9.79,euskera y esta es por lo tanto la exigencia que nosotros volvemos a plantear por lo tanto como decía al principio una proposición no de ley justa,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_523.71_530.80.mp3,es,290,99,7.09,y por lo tanto espero que todos aquellos grupos políticos que estén a favor de la libertad y contra la imposición lingüística,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_627.06_636.53.mp3,es,113,100,9.48,izan daitezen somos lo que décimos y hacemos al decir ya que el uso lingüístico es un espejo fiel de la identidad socio cultural de las personas euskara,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_949.33_954.61.mp3,es,113,100,5.28,mil ochocientos tres castigos corporales por hablar euskera en la escuela mil ochocientos cincuenta y siete,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_961.75_967.93.mp3,es,113,100,6.18,mil novecientos dos orden que castiga a los maestros que enseñan en su idioma o dialecto mil novecientos veintitrés,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_970.11_976.68.mp3,es,113,96.43,6.57,mil novecientos veinticinco se retiran los libros de texto en euskera y suspensión de empleo y sueldo a quienes enseñen en esa lengua,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_980.12_990.05.mp3,es,113,100,9.93,mil novecientos cuarenta y cuatro prohibido el euskera en las escrituras públicas mil novecientos cuarenta y ocho prohibido el euskera en las escuelas mil novecientos cincuenta y cuatro prohibido el euskera en la radio,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_990.39_994.05.mp3,es,113,96.97,3.66,mil novecientos sesenta y cuatro prohibido el euskera en discos y en publicidad,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_1069.65_1077.89.mp3,es,309,100,8.24,bueno yo creo que sobre temas de política lingüística creo que tenemos que fundamentarnos en dos principios básicamente,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_1107.96_1114.84.mp3,es,309,100,6.88,tiene que venir el informe de evaluación del grado de cumplimiento del plan de normalización del euskera para el periodo dos mil ocho dos mil doce,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_1116.59_1126.93.mp3,es,309,100,10.35,está previsto para este primer cuatrimestre del año tiene que venir a la cámara también el estudio de idoneidad de los perfiles lingüísticos que yo creo que ese es una aspecto clave,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_1133.52_1138.99.mp3,es,309,100,5.47,los perfiles lingüísticos y por lo tanto esto hay que verlo en un contexto,TRUE,FALSE
10-016_20130307_03/10-016_20130307_03_1139.05_1147.23.mp3,es,309,97.74,8.18,y sobre todo no piense usted yo creo que asignación de perfiles lingüísticos se hace en base a criterios arbitrarios se hace siempre en base a criterios normados,TRUE,FALSE
