path,language,speaker_id,PRR,length,sentence
10-009_20130207_02/10-009_20130207_02_2539.10_2544.40.mp3,es,353,100.00,5.31,"y nos han explicado que por supuesto que solo se habla a los niños en euskera que solo
"
10-009_20130207_02/10-009_20130207_02_2551.64_2559.40.mp3,es,353,92.95,7.76,"que el castellano no está en la escuela porque por supuesto nos interesábamos cual era la presencia del euskera nos dijeron que no nos preocupásemos que no había ninguna presencia del castellano
"
10-009_20130207_02/10-009_20130207_02_2561.37_2565.74.mp3,es,353,82.19,4.36,"que ellos se preocupaban que no tuviesen ningún contacto y que todo se hacía en euskera eso
"
10-009_20130207_02/10-009_20130207_02_2656.68_2661.39.mp3,es,128,100.00,4.71,"el debate lingüístico sobre la introducción del inglés en las haurreskolak
"
10-009_20130207_02/10-009_20130207_02_3439.43_3449.28.mp3,es,290,100.00,9.85,"el euskera es por lo tanto prácticamente la única lengua en las haurreskolak y nosotros pensamos que esto hay que cambiarlo y por lo tanto todas las iniciativas que se planteen
"
10-009_20130207_02/10-009_20130207_02_4310.27_4314.02.mp3,es,353,100.00,3.75,"que se tendrá en cuenta la realidad socio lingüística
"
10-009_20130207_02/10-009_20130207_02_4321.71_4327.52.mp3,es,353,97.56,5.81,"en estos años no han respetado la realidad socio lingüística de cada zona han aplicado una tabla rasa
"
10-009_20130207_02/10-009_20130207_02_4339.63_4344.42.mp3,es,353,100.00,4.79,"con realidades socio lingüísticas radicalmente distintas se han aplicado
"
10-009_20130207_02/10-009_20130207_02_4364.79_4369.65.mp3,es,353,100.00,4.86,"a que en función de esa realidad socio lingüística preexistente en cada lugar
"
10-009_20130207_02/10-009_20130207_02_4370.59_4378.87.mp3,es,353,100.00,8.28,"el euskera tenga una mayor relevancia que sea determinante en esa actividad que rodea a los niños en esa etapa pero desde luego que no se
"
10-009_20130207_02/10-009_20130207_02_4536.25_4546.56.mp3,es,128,100.00,10.31,"a su propuesta el parlamento vasco insta al departamento de educación política lingüística y cultura a continuar en las haurreskolak con el tratamiento educativo asistencial
"
10-009_20130207_02/10-009_20130207_02_4590.69_4595.75.mp3,es,128,97.01,5.07,"más que se puede trabajar efectivamente en el euskera pero siempre obviamente
"
10-009_20130207_02/10-009_20130207_02_4619.84_4623.62.mp3,es,128,100.00,3.78,"en euskera porque esas criaturas van a ir sobre todo fundamentalmente
"
10-009_20130207_02/10-009_20130207_02_4653.56_4658.45.mp3,es,128,100.00,4.89,"y señora ubera y todo el grupo mire usted con el fundamentalismo lingüístico
"
10-009_20130207_02/10-009_20130207_02_4751.85_4756.84.mp3,eu,58,95.45,4.99,"hizkuntza euskera dela beti
"
10-009_20130207_02/10-009_20130207_02_4915.25_4925.37.mp3,es,290,100.00,10.12,"imposición más parlamentarios democráticos y menos parlamentarios que defienden la imposición y en concreto la imposición lingüística eso es lo que defiende
"
10-009_20130207_02/10-009_20130207_02_4951.10_4961.12.mp3,es,290,100.00,10.02,"la lengua de origen y ustedes consideran esto una imposición la imposición es lo suyo en todos los órdenes pero especialmente en el lingüístico
"
10-009_20130207_02/10-009_20130207_02_4964.98_4970.81.mp3,es,290,100.00,5.83,"lingüístico la imposición del euskera la marginación del castellano la vulneración
"
10-009_20130207_02/10-009_20130207_02_4964.98_4970.81.mp3,es,290,100.00,5.83,"lingüístico la imposición del euskera la marginación del castellano la vulneración
"
10-009_20130207_02/10-009_20130207_02_4975.29_4985.17.mp3,es,290,100.00,9.87,"de derechos lingüísticos ustedes han venido aplicando y defendiendo durante años políticas de imposición lingüística que efectivamente
"
10-009_20130207_02/10-009_20130207_02_4975.29_4985.17.mp3,es,290,100.00,9.87,"de derechos lingüísticos ustedes han venido aplicando y defendiendo durante años políticas de imposición lingüística que efectivamente
"
10-009_20130207_02/10-009_20130207_02_4991.73_5002.00.mp3,es,290,100.00,10.27,"modificar y en base a esas políticas lingüísticas en base a esa legalidad vigente ustedes siguen tratando de imponer el euskera
"
10-009_20130207_02/10-009_20130207_02_4991.73_5002.00.mp3,es,290,100.00,10.27,"modificar y en base a esas políticas lingüísticas en base a esa legalidad vigente ustedes siguen tratando de imponer el euskera
"
10-009_20130207_02/10-009_20130207_02_5010.73_5016.92.mp3,es,290,100.00,6.19,"lingüístico el fascismo lingüístico que bildu aplica allí donde gobierna
"
10-009_20130207_02/10-009_20130207_02_5018.59_5028.54.mp3,es,290,100.00,9.95,"fascismo lingüístico impidiendo por ejemplo que determinadas empresas puedan acceder a concursos públicos ese es su modelo el fascismo
"
10-009_20130207_02/10-009_20130207_02_5030.06_5035.95.mp3,es,290,100.00,5.89,"lingüístico y por lo tanto el resto de grupos el resto de grupos lo que tenemos que hacer es defender
"
10-009_20130207_02/10-009_20130207_02_5049.89_5054.16.mp3,es,290,100.00,4.27,"lingüístico esa es la realidad y nosotros y nosotros
"
10-009_20130207_03/10-009_20130207_03_2420.30_2429.70.mp3,es,275,100.00,9.40,"un claro ejemplo de la manipulación que de los hechos y del lenguaje suele hacer el mundo de bildu resulta cuando menos curioso el título de la iniciativa
"
10-009_20130207_03/10-009_20130207_03_2445.94_2454.95.mp3,es,275,100.00,9.01,"y nadie puede ser detenido por el ejercicio de un derecho fundamental siguiendo con la manipulación del lenguaje habla de que son juzgadas por defender sus derechos laborales
"
10-009_20130207_03/10-009_20130207_03_3960.67_3966.33.mp3,es,275,100.00,5.66,"y que siguen teniendo siguen utilizando el mismo lenguaje
"
10-009_20130207_03/10-009_20130207_03_8266.38_8272.63.mp3,eu,237,96.61,6.25,"euskera bizirik dago besteak beste jende askok ekin egin izan diolako
"
10-010_20130214_01/10-010_20130214_01_4899.06_4903.18.mp3,eu,420,96.30,4.12,"izan euskeran urrats eraginkorrak
"
10-010_20130214_01/10-010_20130214_01_4954.45_4958.31.mp3,eu,309,98.00,3.86,"hizkuntza euskera aukera askatasun hori bermatzeko betebeharra
"
10-010_20130214_01/10-010_20130214_01_5239.04_5244.29.mp3,es,189,100.00,5.24,"a la hora de modificar los excesos de las políticas lingüísticas de los gobiernos nacionalistas anteriores
"
10-010_20130214_01/10-010_20130214_01_5245.28_5252.25.mp3,es,189,94.87,6.97,"es un hecho constatado que el euskera se ha valorado de forma desmesurada tanto en la asignación de los correspondientes perfiles lingüísticos
"
10-010_20130214_01/10-010_20130214_01_5245.28_5252.25.mp3,es,189,94.87,6.97,"es un hecho constatado que el euskera se ha valorado de forma desmesurada tanto en la asignación de los correspondientes perfiles lingüísticos
"
10-010_20130214_01/10-010_20130214_01_5258.54_5263.69.mp3,es,189,100.00,5.15,"y la formación es un hecho que el conocimiento del euskera se ha convertido
"
10-010_20130214_01/10-010_20130214_01_5276.22_5280.16.mp3,es,189,95.65,3.94,"paso a comentar alguna de ellas el euskera no era un plus
"
10-010_20130214_01/10-010_20130214_01_5282.21_5289.93.mp3,es,189,100.00,7.72,"de que alguien que obtenía un lugar treinta y cinco en las listas de contratación y que luego por el conocimiento y la valoración del euskera bajaba
"
10-010_20130214_01/10-010_20130214_01_5319.28_5324.76.mp3,es,189,85.33,5.48,"precisamente en aquellos lugares en donde la demanda del uso del euskera es menor
"
10-010_20130214_01/10-010_20130214_01_5384.01_5394.02.mp3,es,189,100.00,10.01,"progresiva del euskera en los diferentes ámbitos de la administración pero siempre claro está sin vulnerar otros derechos como es el derecho de acceso en condiciones de igualdad
"
10-010_20130214_01/10-010_20130214_01_5400.76_5407.47.mp3,es,189,100.00,6.71,"no da soluciones a la cuestión de fondo de la excesiva exigencia del euskera en relación con otros méritos
"
10-010_20130214_01/10-010_20130214_01_5496.00_5505.81.mp3,es,189,97.55,9.81,"realizar una valoración adecuada del conocimiento del euskera como mérito en las futuras opes de forma que se busque el equilibrio con la puntuación correspondiente a los meritos profesionales
"
10-010_20130214_01/10-010_20130214_01_5551.64_5557.62.mp3,es,189,98.89,5.98,"teniendo en cuanta la diversidad socio lingüística en el país vasco ustedes en su enmienda de transacción
"
10-010_20130214_01/10-010_20130214_01_5668.31_5678.68.mp3,es,290,100.00,10.37,"del euskera en nuestra opinión esto no es en absoluto prioritario sino todo lo contrario no podemos olvidar la situación de crisis económica en la que nos encontramos
"
10-010_20130214_01/10-010_20130214_01_5678.89_5688.70.mp3,es,290,100.00,9.81,"la situación de estrecheces presupuestarias en la que nos encontramos por lo tanto da la sensación de que para el fomento del euskera siempre hay recursos
"
10-010_20130214_01/10-010_20130214_01_5712.15_5722.43.mp3,es,290,100.00,10.28,"para qué al menos reflexionen en los próximos días o semanas cuánto dinero se ha gastado en euskadi para el fomento del euskera en las últimas
"
10-010_20130214_01/10-010_20130214_01_5772.41_5782.41.mp3,es,290,100.00,10.00,"que todos deberíamos tener para reflexionar sobre la materia sin embargo todo es insuficiente siempre para el fomento del uso del euskera
"
10-010_20130214_01/10-010_20130214_01_5797.29_5807.59.mp3,es,290,100.00,10.30,"de imposición lingüística nosotros defendemos políticas para el fomento del euskera obviamente otra cosa es que los recursos que se destinan para ello
"
10-010_20130214_01/10-010_20130214_01_5797.29_5807.59.mp3,es,290,100.00,10.30,"de imposición lingüística nosotros defendemos políticas para el fomento del euskera obviamente otra cosa es que los recursos que se destinan para ello
"
10-010_20130214_01/10-010_20130214_01_5831.42_5841.75.mp3,es,290,100.00,10.33,"y qué hemos dejado de hacer para fomentar más más y más el uso del euskera nosotros pensamos que esto
"
10-010_20130214_01/10-010_20130214_01_5855.56_5865.68.mp3,es,290,100.00,10.12,"del euskera resultados ciertamente limitados como ustedes podrán conocer por algunas encuestas que se vienen realizando y además de todo ello
"
10-010_20130214_01/10-010_20130214_01_5865.58_5870.97.mp3,es,290,100.00,5.39,"políticas impositivas políticas de imposición lingüística que
"
10-010_20130214_01/10-010_20130214_01_5937.77_5943.42.mp3,es,290,100.00,5.65,"poco a poco con tranquilidad en el fomento y uso del euskera porque efectivamente
"
10-010_20130214_01/10-010_20130214_01_5981.21_5991.54.mp3,es,290,100.00,10.33,"o con tranquilidad es justo todo lo contrario ustedes proponen y defienden políticas de imposición lingüística y por lo tanto nosotros vamos a decir que no
"
10-010_20130214_01/10-010_20130214_01_6062.50_6069.70.mp3,es,290,100.00,7.20,"destinando millónes de euros al fomento del euskera y aplicando políticas de imposición lingüística creo que
"
10-010_20130214_01/10-010_20130214_01_6062.50_6069.70.mp3,es,290,100.00,7.20,"destinando millónes de euros al fomento del euskera y aplicando políticas de imposición lingüística creo que
"
10-010_20130214_01/10-010_20130214_01_6097.00_6107.23.mp3,es,290,100.00,10.23,"hoy es acabar con las políticas de imposición lingüística y garantizar la mejor sanidad posible nosotros nos vamos a dedicar a ello
"
10-010_20130214_01/10-010_20130214_01_6110.53_6120.82.mp3,es,290,100.00,10.29,"qué es lo que nosotros entendemos que es prioritario garantizar el derecho a la salud y acabar con las políticas de imposición lingüística que por otro lado han tenido unos resultados ciertamente
"
10-010_20130214_01/10-010_20130214_01_7303.29_7307.26.mp3,es,309,93.18,3.97,"de otras cuestiones de idioma los cursos los masters
"
10-010_20130214_01/10-010_20130214_01_7363.79_7372.13.mp3,es,309,100.00,8.34,"y se pueda debatir en la cámara sino que también vamos a poder ver al departamento de cultura y de política lingüística
"
10-010_20130214_01/10-010_20130214_01_7378.80_7384.00.mp3,es,309,98.85,5.20,"la misma valoración no tiene que tener el mismo perfil lingüístico ni los exámenes tiene que ser iguales
"
10-010_20130214_01/10-010_20130214_01_7446.26_7451.71.mp3,es,309,100.00,5.45,"en euskera y en castellano es la obligación de la administración vasca hacerlo
"
10-010_20130214_01/10-010_20130214_01_7555.35_7562.24.mp3,es,189,99.00,6.89,"de rumbo la política lingüística que estos señores nacionalistas habían llevado a cabo durante treinta años esa política
"
10-010_20130214_01/10-010_20130214_01_7609.54_7618.10.mp3,es,189,98.88,8.56,"con ustedes en méritos noventa y ocho puntos formación y experiencia ochenta y el euskera dieciocho es decir
"
10-010_20130214_01/10-010_20130214_01_7642.85_7647.83.mp3,es,189,100.00,4.98,"para cambiar una política lingüística y digo que tenía el soporte de dos acuerdos
"
10-010_20130214_01/10-010_20130214_01_7648.17_7653.86.mp3,es,189,96.23,5.69,"parlamentarios que le decían lo que le decían que tenía que haber una presencia equilibrada del euskera en relación con otros méritos
"
10-010_20130214_01/10-010_20130214_01_7658.66_7667.81.mp3,es,189,93.13,9.15,"de igualdad en el acceso a la función pública una presencia equilibrada con otros méritos y respetar también la realidad sociolingüística y la demanda
"
10-010_20130214_01/10-010_20130214_01_7674.82_7679.42.mp3,es,189,100.00,4.60,"teniendo una puntuación buena puntuación porque ha acreditado un determinado nivel de euskera
"
10-010_20130214_01/10-010_20130214_01_7687.36_7692.14.mp3,es,189,98.65,4.78,"en los que la demanda del euskera pues sí hay demanda de atención en euskera en muchos pueblos
"
10-010_20130214_01/10-010_20130214_01_7735.50_7745.19.mp3,es,189,100.00,9.69,"del dinero que gastaba el gobierno vasco en políticas del euskera ni oyó nunca decir nada acerca de la valoración del euskera
"
10-010_20130214_01/10-010_20130214_01_7762.02_7766.73.mp3,es,189,92.21,4.71,"del euskera ya le digo que sería porque estaba en el gobierno vasco o porque también votó a favor
"
10-010_20130214_01/10-010_20130214_01_7769.39_7773.57.mp3,es,189,100.00,4.18,"de esas políticas lingüísticas por parte de los señores nacionalistas por lo tanto señor maneiro
"
10-010_20130214_01/10-010_20130214_01_8014.71_8024.45.mp3,es,290,100.00,9.74,"ehb impulsar o defender políticas lingüísticas en todos los ordenes de la sociedad en la educación en la sanidad
"
10-010_20130214_01/10-010_20130214_01_8041.38_8051.67.mp3,es,290,100.00,10.29,"cuando resulta que no era necesario saber euskera para hacer perfectamente su trabajo expulsar de euskadi a miles de ciudadanos vascos
"
10-010_20130214_01/10-010_20130214_01_8061.40_8065.65.mp3,es,290,96.15,4.25,"y les exigía saber euskera no conocen ustedes esa realidad
"
10-010_20130214_01/10-010_20130214_01_8078.10_8088.50.mp3,es,290,100.00,10.40,"imposible al exigirle conocimientos lingüísticos que no requerían en ningún caso para hacer perfectamente su trabajo personas cualificadas y perfectamente preparadas
"
10-010_20130214_01/10-010_20130214_01_8093.78_8103.87.mp3,es,290,100.00,10.09,"y que ustedes vienen aquí a seguir defendiendo presionar a padres y madres para que matriculen a sus hijos en determinado modelo lingüístico para ustedes
"
10-010_20130214_01/10-010_20130214_01_8103.78_8112.89.mp3,es,290,98.99,9.11,"eso es respeto aplicar o proponer multas lingüísticas para ustedes eso es respeto impedir que empresas puedan acceder
"
10-010_20130214_01/10-010_20130214_01_8139.77_8149.93.mp3,es,290,100.00,10.16,"recursos y no analizar los resultados obtenidos para ustedes eso es respeto en fin que ustedes hablen de respeto solamente en este asunto lingüístico
"
10-010_20130214_01/10-010_20130214_01_8150.03_8154.12.mp3,es,290,100.00,4.09,"clama al cielo para fomentar el uso del euskera
"
10-010_20130214_01/10-010_20130214_01_8219.58_8227.19.mp3,eu,205,95.83,7.61,"ez dagoela ondo ez dela zuzena esatea esan duzu hemendik jendea kanpora joan dela expulsados por no saber euskera
"
10-010_20130214_03/10-010_20130214_03_3211.81_3222.14.mp3,es,353,100.00,10.33,"abordar un debate serio y efectivamente la necesidad es hacerlo tratando de que ese nuevo plan para la promoción y el uso del euskera
"
10-010_20130214_03/10-010_20130214_03_3309.75_3313.46.mp3,es,353,100.00,3.71,"las diferentes realidades socio lingüísticas de nuestra comunidad
"
10-010_20130214_03/10-010_20130214_03_3367.96_3372.47.mp3,es,353,98.25,4.51,"asesor del euskera tendremos oportunidad de defender esa posición
"
10-010_20130214_03/10-010_20130214_03_3373.67_3384.05.mp3,es,353,100.00,10.38,"como lo hemos hecho siempre en materia lingüística por último vamos a seguir manteniendo que el euskera el castellano las lenguas nuestras lenguas
"
10-010_20130214_03/10-010_20130214_03_3373.67_3384.05.mp3,es,353,100.00,10.38,"como lo hemos hecho siempre en materia lingüística por último vamos a seguir manteniendo que el euskera el castellano las lenguas nuestras lenguas
"
10-010_20130214_03/10-010_20130214_03_3397.59_3405.45.mp3,es,353,100.00,7.86,"y yo creo que cualquier plan de promoción y de uso del euskera tiene que respetar sobre todo y garantizar
"
10-010_20130214_03/10-010_20130214_03_3478.43_3484.77.mp3,eu,310,90.16,6.34,"hamabi urtez indarrean egon da euskera biziberritzeko plan nagusia eta hori
"
10-010_20130214_03/10-010_20130214_03_4090.61_4094.35.mp3,eu,165,94.74,3.74,"hori dio euskera hogeita batek berriz esango dut
"
10-012_20130221_01/10-012_20130221_01_1204.82_1215.09.mp3,es,128,100.00,10.26,"perfecta coherencia entre los objetivos propuestos y los medios definidos para alcanzarlos euskadi señorías no tiene una ley de aprendizaje
"
10-012_20130221_01/10-012_20130221_01_1265.59_1275.01.mp3,es,128,100.00,9.42,"unidos entre sí por todo ello señorías les pido su apoyo a la toma en consideración de la proposición de ley de aprendizaje
"
10-012_20130221_01/10-012_20130221_01_1848.59_1853.39.mp3,es,6,100.00,4.80,"más personas al aprendizaje por eso nos entra la sospecha
"
10-012_20130221_01/10-012_20130221_01_1913.40_1921.54.mp3,es,6,99.22,8.14,"formación a distancia consejo vasco de aprendizaje a lo largo de la vida que vistas sus funciones no es más que un intento de modificación de lo que es el consejo
"
10-013_20130222_01/10-013_20130222_01_5124.81_5131.77.mp3,es,290,100.00,6.95,"un gran trabajo durante todos estos años para el euskera y la cultura vasca
"
10-013_20130222_02/10-013_20130222_02_422.32_432.34.mp3,es,290,100.00,10.02,"por eso pensamos que no es asumible ningún tipo de privatización del ente porque hay que garantizar la emisión en euskera pero la pregunta es qué hacemos
"
10-013_20130222_02/10-013_20130222_02_851.77_862.01.mp3,es,463,100.00,10.24,"con líneas en euskera y castellano desde preescolar a la universidad puede entender usted como problema o como singularidad como coste o como riqueza
"
10-013_20130222_02/10-013_20130222_02_1013.78_1023.61.mp3,es,463,100.00,9.83,"en euskera y castellano facilitando la cohesión social fomentando valores sociales y democráticos y finalmente económico compra de bienes y servicios en empresas vascas
"
10-013_20130222_02/10-013_20130222_02_1207.59_1215.11.mp3,es,290,100.00,7.52,"e i te be que es incuestionable lo he dicho antes que es la emisión en euskera yo no he cuestionado en ningún momento
"
10-013_20130222_02/10-013_20130222_02_1215.29_1220.37.mp3,es,290,98.11,5.08,"este hecho al revés he dicho esto en concreto que la emisión en euskera
"
10-013_20130222_02/10-013_20130222_02_5005.35_5009.70.mp3,es,6,88.24,4.35,"bastarrica advierte a bruselas de que lo que está en juego es la vitalidad del euskera
"
10-015_20130301_01/10-015_20130301_01_1897.61_1901.79.mp3,es,90,90.00,4.18,"lo que no se tiene pero ustedes lo están haciendo con un doble lenguaje
"
10-015_20130301_02/10-015_20130301_02_2303.58_2313.96.mp3,es,290,100.00,10.38,"reglada de un país extranjero es decir no es dinero destinado a fomentar el uso del euskera sino que es dinero destinado a financiar
"
10-015_20130301_02/10-015_20130301_02_2379.81_2389.81.mp3,es,290,100.00,10.00,"últimos ejercicios insisto a financiar la educación reglada de un país extranjero no a impulsar el fomento del euskera
"
10-015_20130301_02/10-015_20130301_02_2463.47_2470.63.mp3,es,463,99.10,7.17,"organismo público del euskera que como usted sabe engloba además de a este gobierno a diferentes departamentos del gobierno francés
"
10-015_20130301_02/10-015_20130301_02_2511.25_2521.57.mp3,es,290,100.00,10.32,"que es financiar la educación reglada de un país extranjero lo cierto es que en francia ya existe una entidad pública encargada de fomentar el uso del euskera y tiene un presupuesto anual
"
10-016_20130307_01/10-016_20130307_01_607.05_612.78.mp3,es,423,100.00,5.73,"el fomento y desarrollo del euskera todo ello como base y fundamento para el adecuado desenvolvimiento
"
10-016_20130307_01/10-016_20130307_01_657.59_667.98.mp3,es,423,100.00,10.39,"de servicio público profesionalidad y neutralidad informativa promocionando la cultura vasca en los dos idiomas oficiales de la comunidad y haciendo un uso específico y también
"
10-016_20130307_01/10-016_20130307_01_667.93_672.81.mp3,es,423,98.72,4.88,"una tarea específica para la difusión del euskera los socialistas vascos queremos una e i te be
"
10-016_20130307_01/10-016_20130307_01_687.76_696.25.mp3,es,423,100.00,8.49,"la convivencia de todos y el respeto al pluralismo político religioso social cultural y lingüístico en este momento
"
10-016_20130307_01/10-016_20130307_01_719.35_729.41.mp3,es,423,100.00,10.06,"requerirá la publicidad comercial el respeto al principio de igualdad al pluralismo político religioso social cultural y lingüístico la defensa y promoción de los valores cívicos
"
10-016_20130307_01/10-016_20130307_01_751.36_757.15.mp3,es,423,100.00,5.79,"estableciendo a efectos de la utilización del euskera los principios básicos de programación
"
10-016_20130307_03/10-016_20130307_03_94.87_105.20.mp3,es,290,100.00,10.33,"la reforma de las relaciones de los puestos de trabajo en la administración pública vasca en lo referente a los perfiles lingüísticos en aquella iniciativa registrada
"
10-016_20130307_03/10-016_20130307_03_112.36_122.64.mp3,es,290,100.00,10.28,"instar al gobierno vasco a la reforma de todas las relaciones de puestos de trabajo de la administración pública vasca revisando las exigencias de los perfiles lingüísticos
"
10-016_20130307_03/10-016_20130307_03_122.79_128.37.mp3,es,290,100.00,5.58,"de tal manera que estos perfiles lingüísticos se adecuaran a las exigencias
"
10-016_20130307_03/10-016_20130307_03_208.28_218.34.mp3,es,290,100.00,10.06,"no pedían revisar los perfiles lingüísticos no pedían reformar sino únicamente pedían al gobierno vasco analizar y nosotros dijimos en aquel debate
"
10-016_20130307_03/10-016_20130307_03_223.35_230.47.mp3,es,290,100.00,7.12,"estos perfiles lingüísticos tienen que adecuarse realmente a lo que cada puesto de trabajo necesita
"
